Country,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,max_infection_rate,min_infect_rate
Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,20.0,28.571,0.0,0.0,36.364,31.25,23.81,4.545,0.0,0.0,8.333,0.0,40.0,0.0,45.946,11.905,10.638,14.545,0.0,8.333,29.412,2.299,26.582,13.187,2.847,6.02,14.327,4.905,13.239,4.73,8.264,7.102,6.126,8.567,8.722,6.863,8.929,6.667,7.285,2.894,6.325,2.924,6.044,7.143,8.053,5.329,7.656,4.442,10.1,6.838,5.725,10.686,7.024,5.427,8.691,6.565,10.236,4.953,4.799,5.691,6.323,8.383,6.081,5.561,5.033,7.324,6.84,5.451,3.932,5.769,7.592,6.041,100.0,0.0
Albania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,80.0,16.667,47.826,30.303,13.158,9.524,17.647,7.273,6.78,7.812,8.571,7.895,14.607,14.423,15.447,15.753,16.092,6.452,5.584,7.075,4.933,8.23,6.178,6.498,8.882,8.709,7.756,4.244,1.567,4.25,2.2,1.683,3.926,2.915,4.497,1.684,3.846,4.633,3.896,1.642,2.491,3.767,4.105,3.943,4.374,2.212,4.775,1.928,1.359,1.867,2.089,0.906,1.151,0.887,0.755,0.996,2.073,1.442,1.188,0.941,0.701,1.382,0.459,0.457,0.455,2.004,1.965,1.822,1.374,0.211,0.105,1.556,100.0,0.0
Algeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,66.667,40.0,58.333,0.0,29.412,0.0,10.526,5.0,0.0,0.0,16.667,7.692,29.73,22.917,11.111,10.0,18.919,14.943,3.333,35.252,30.846,12.609,12.879,12.583,17.711,10.269,9.912,11.155,12.5,18.436,15.466,14.097,15.798,6.395,5.227,7.238,3.065,6.616,5.642,5.395,3.507,4.65,3.48,4.203,4.167,4.762,6.203,4.578,3.614,3.274,3.308,3.402,3.226,3.838,3.962,3.726,3.838,3.617,5.172,3.944,3.563,3.283,4.001,3.744,3.927,3.182,3.57,3.483,3.401,2.883,2.852,2.901,2.975,2.934,2.821,2.815,2.821,2.527,2.386,2.188,100.0,0.0
Andorra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,94.872,0.0,26.415,29.333,14.773,22.124,15.038,18.902,12.766,16.071,16.105,13.312,7.784,9.73,1.596,3.59,8.879,2.506,5.794,6.986,4.571,3.67,3.369,3.259,2.995,0.0,5.799,1.238,1.973,2.08,0.0,3.305,1.136,1.262,0.558,0.0,0.83,0.0,1.094,0.949,0.0,0.673,0.0,0.0,0.268,0.0,0.268,0.134,0.267,0.133,0.0,0.133,0.0,0.265,0.132,0.0,0.396,0.263,0.131,0.0,0.0,0.0,0.0,0.0,0.131,100.0,0.0
Angola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,33.333,0.0,0.0,25.0,0.0,20.0,28.571,0.0,0.0,12.5,0.0,0.0,20.0,28.571,12.5,5.882,10.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.833,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.846,3.704,0.0,0.0,0.0,10.0,14.286,0.0,0.0,2.778,0.0,0.0,16.279,0.0,4.444,0.0,0.0,0.0,6.25,0.0,0.0,0.0,4.0,3.846,0.0,100.0,0.0
Antigua and Barbuda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,0.0,0.0,57.143,0.0,0.0,0.0,0.0,0.0,0.0,22.222,40.0,0.0,0.0,0.0,21.053,0.0,0.0,0.0,9.524,0.0,8.696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Argentina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,50.0,75.0,33.333,0.0,29.412,10.526,0.0,38.71,8.824,24.444,19.643,17.647,13.924,18.557,24.219,18.987,40.602,11.628,22.222,0.0,22.908,14.771,14.638,7.383,9.146,22.201,0.0,6.973,10.435,12.819,0.0,6.628,4.545,5.073,4.457,9.114,0.0,7.796,2.989,3.03,6.795,4.979,3.672,3.227,2.853,3.468,2.969,3.594,8.472,4.769,4.577,2.878,2.773,3.005,3.687,3.229,2.295,3.183,2.133,2.128,2.649,3.61,3.035,4.277,2.857,4.276,3.887,4.343,4.594,3.574,4.613,4.177,3.26,3.62,4.972,5.106,100.0,0.0
Armenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,50.0,55.556,30.769,50.0,33.333,7.143,26.957,15.441,15.0,17.526,17.447,5.622,6.038,8.621,11.854,19.165,4.009,12.033,9.398,6.83,13.876,9.918,4.416,6.326,1.321,2.345,3.178,4.343,1.708,3.102,4.541,2.502,2.624,3.96,4.142,3.497,3.766,3.331,3.585,4.425,4.888,3.283,4.574,4.83,3.952,3.429,3.16,3.364,6.486,3.818,5.499,4.736,4.826,4.276,5.859,3.537,4.787,4.598,4.165,2.329,4.127,4.841,3.679,4.55,5.58,4.226,7.278,4.325,4.363,100.0,0.0
Australia,0.0,0.0,0.0,100.0,20.0,0.0,16.667,33.333,0.0,25.0,0.0,0.0,7.692,0.0,7.143,6.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,7.407,10.0,23.077,25.0,5.455,8.333,4.762,17.105,16.484,14.953,16.406,0.0,36.0,20.0,15.825,21.22,16.593,20.423,16.593,13.906,26.144,30.859,7.907,17.71,13.536,15.872,10.595,13.654,8.635,8.645,4.343,6.232,4.965,4.015,3.964,2.409,1.898,1.662,1.913,1.604,1.722,1.396,0.19,0.567,0.998,0.388,0.34,0.92,0.7,0.635,0.196,0.331,0.105,0.15,0.225,0.254,0.298,0.104,0.341,0.118,0.207,0.177,0.309,0.337,0.365,0.407,0.276,0.275,0.072,0.303,0.13,0.316,0.143,0.129,0.427,0.227,0.128,0.142,0.198,0.057,0.127,100.0,0.0
Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,33.333,0.0,66.667,35.714,22.222,14.286,27.586,29.268,25.455,30.38,24.038,20.611,28.022,26.016,18.543,40.079,23.053,23.837,15.521,23.574,19.077,18.231,15.704,15.139,21.441,19.937,15.313,5.458,19.12,9.769,7.424,5.883,8.63,5.521,4.958,3.756,3.428,2.181,2.24,2.0,2.706,2.341,2.28,2.294,1.818,0.997,0.684,1.3,0.767,0.967,0.815,0.518,0.529,0.311,0.524,0.348,0.513,0.458,0.508,0.506,0.321,0.54,0.292,0.324,0.509,0.174,0.25,0.154,0.185,0.217,0.432,0.139,0.373,0.239,0.069,0.495,0.225,0.38,0.317,0.568,0.252,0.166,0.319,0.196,100.0,0.0
Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,0.0,33.333,0.0,0.0,18.182,0.0,0.0,26.667,0.0,34.783,17.857,0.0,0.0,36.364,0.0,16.981,18.462,9.722,17.241,6.452,23.77,26.061,9.341,12.919,23.443,8.389,16.992,10.25,9.707,14.971,10.788,8.892,10.6,12.774,11.231,6.559,6.333,3.643,4.355,4.094,4.469,2.338,4.254,2.403,1.788,2.646,2.973,2.503,1.938,2.764,1.546,1.702,1.967,2.271,2.775,2.106,2.697,2.112,1.967,2.621,3.689,3.15,3.494,3.291,5.904,3.851,2.704,3.862,2.357,4.203,3.389,5.035,4.154,3.336,3.724,3.112,100.0,0.0
Bahamas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,66.667,0.0,25.0,0.0,0.0,20.0,0.0,44.444,10.0,0.0,9.091,21.429,0.0,33.333,12.5,0.0,14.286,0.0,3.448,12.121,17.5,2.439,2.381,8.696,0.0,2.128,4.082,0.0,7.547,1.852,1.818,0.0,8.333,7.692,0.0,9.722,1.37,6.41,2.5,0.0,0.0,0.0,1.235,0.0,2.41,0.0,0.0,6.742,3.261,0.0,0.0,0.0,0.0,1.075,0.0,1.064,2.083,0.0,0.0,0.0,0.0,0.0,1.031,100.0,0.0
Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,95.652,30.303,0.0,8.333,12.195,12.766,4.082,0.0,5.769,5.455,8.333,29.412,0.0,10.526,13.636,43.59,0.0,0.0,7.143,1.869,0.0,6.14,10.938,7.914,2.456,6.557,8.683,11.406,3.827,6.444,8.515,1.717,2.101,4.609,3.107,9.171,0.351,11.509,4.315,2.326,1.714,7.407,6.782,1.458,7.215,4.108,11.058,8.451,16.532,10.929,8.558,1.706,2.299,1.861,5.742,1.363,3.345,2.664,8.57,11.954,2.705,2.229,2.791,3.131,3.766,3.914,4.101,3.471,2.926,4.246,5.027,5.44,6.311,5.513,6.912,3.38,5.634,5.334,4.9,6.163,5.848,2.431,3.005,3.174,4.62,4.513,100.0,0.0
Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,37.5,20.0,28.571,17.647,15.0,20.0,7.407,18.182,15.385,0.0,11.364,8.333,0.0,0.0,2.041,3.922,5.556,3.571,8.197,12.857,20.455,28.455,25.0,24.771,33.939,22.17,12.033,22.383,22.665,20.652,17.79,21.692,14.472,14.272,12.704,16.689,12.833,10.339,9.89,10.727,6.182,7.718,8.405,8.496,9.024,7.356,6.931,6.28,7.033,6.783,7.192,6.741,5.682,5.398,4.619,6.052,6.59,5.816,6.52,5.519,5.991,4.43,5.717,6.711,4.98,6.048,100.0,0.0
Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,60.0,0.0,16.667,57.143,17.647,5.556,0.0,0.0,25.0,7.692,21.212,0.0,2.941,0.0,26.087,9.804,1.923,7.143,6.667,4.762,0.0,4.545,1.493,1.471,4.225,1.389,0.0,1.37,2.667,0.0,0.0,0.0,0.0,0.0,0.0,1.316,1.299,2.532,0.0,1.25,0.0,0.0,1.235,0.0,0.0,1.22,0.0,0.0,0.0,0.0,1.205,1.19,0.0,0.0,1.176,0.0,0.0,0.0,1.163,2.273,0.0,2.222,0.0,100.0,0.0
Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,83.333,0.0,0.0,0.0,0.0,0.0,33.333,0.0,25.0,55.556,0.0,0.0,25.0,0.0,29.412,0.0,26.087,9.211,0.0,6.173,0.0,5.814,0.0,8.511,0.0,0.0,38.158,0.0,6.748,46.382,13.39,20.227,21.708,19.714,18.699,19.231,28.264,24.987,11.006,13.654,11.682,11.033,11.99,11.323,12.032,0.0,0.0,23.707,6.827,7.664,9.237,8.56,8.519,8.344,7.317,7.528,7.382,6.031,5.966,5.756,5.25,4.483,4.692,4.7,4.527,4.422,4.313,4.009,3.903,3.888,3.686,3.537,3.455,3.316,3.268,3.016,2.971,2.831,100.0,0.0
Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,75.0,38.462,43.478,54.0,54.128,35.503,15.5,16.318,10.487,14.968,0.0,43.828,18.868,22.235,16.257,14.883,16.353,17.214,20.47,19.822,17.23,9.137,12.321,13.53,20.818,14.401,20.254,15.707,8.934,6.857,8.515,9.017,8.479,9.012,6.399,5.395,6.218,5.166,6.324,6.315,4.822,5.495,3.08,1.703,7.309,3.551,3.678,2.81,3.411,3.719,2.376,2.227,2.122,3.378,2.277,1.754,1.184,1.367,1.097,1.36,1.046,0.979,0.779,0.718,0.479,0.536,1.243,1.136,1.112,0.914,0.689,0.614,0.374,0.566,0.651,0.627,0.526,0.502,0.416,0.343,100.0,0.0
Belize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,25.0,0.0,20.0,28.571,0.0,12.5,11.111,10.0,23.077,7.143,22.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Benin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,60.0,16.667,0.0,0.0,0.0,0.0,0.0,0.0,33.333,30.769,0.0,18.75,0.0,27.273,15.385,0.0,0.0,0.0,25.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.185,0.0,0.0,0.0,0.0,0.0,15.625,0.0,0.0,0.0,0.0,28.889,0.0,0.0,6.25,0.0,0.0,31.429,42.149,14.789,10.972,0.0,2.446,0.0,3.54,0.0,0.0,0.0,0.0,-160.769,0.0,100.0,-160.769
Bhutan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,0.0,25.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.667,0.0,14.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.222,18.182,26.667,25.0,4.762,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Bolivia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,33.333,70.0,0.0,9.091,0.0,8.333,0.0,20.0,21.053,20.833,11.111,6.897,9.375,25.581,29.508,17.568,8.642,16.495,9.346,6.957,6.504,6.818,5.036,11.465,14.208,5.67,7.619,20.455,1.493,2.545,8.333,9.091,6.78,10.831,9.977,5.161,5.68,5.192,7.801,5.686,1.806,13.371,12.887,6.813,8.842,6.312,3.704,5.135,4.884,5.045,16.395,7.779,5.175,6.715,4.454,9.37,8.164,7.017,4.656,9.714,4.487,5.845,6.643,5.731,6.508,6.409,4.105,4.865,8.904,100.0,0.0
Bosnia and Herzegovina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,33.333,0.0,0.0,40.0,28.571,36.364,15.385,27.778,25.0,4.0,3.846,31.579,39.683,29.213,4.301,26.19,7.353,18.072,5.682,7.853,19.409,8.14,20.124,12.228,12.381,8.497,13.884,7.945,7.212,4.587,2.967,11.78,4.975,6.294,4.772,4.757,6.244,2.7,4.247,2.432,4.884,3.871,4.259,1.323,1.833,2.459,1.901,3.185,0.563,4.374,1.979,3.131,1.262,5.486,4.553,1.348,3.154,0.969,3.583,1.028,2.063,1.973,2.077,0.957,1.275,1.121,0.788,1.055,1.668,0.805,1.367,1.004,0.608,0.732,0.727,100.0,0.0
Botswana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,53.846,0.0,0.0,0.0,0.0,0.0,0.0,13.333,0.0,0.0,25.0,0.0,0.0,9.091,0.0,0.0,0.0,0.0,0.0,4.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.167,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,100.0,0.0
Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,69.231,0.0,35.0,20.0,19.355,18.421,26.923,65.563,0.0,6.79,19.0,37.695,13.71,40.097,21.69,22.331,33.959,19.647,14.375,12.02,14.439,12.643,12.474,8.271,7.054,19.906,16.369,15.017,11.175,12.587,6.918,8.478,13.346,13.21,10.623,7.872,5.254,6.601,5.284,7.252,10.798,6.919,9.67,8.118,5.164,5.127,5.423,5.853,8.552,7.414,8.902,5.984,6.444,7.905,8.094,8.604,5.439,5.044,4.641,6.255,5.92,8.811,6.748,7.571,5.874,4.08,4.066,4.837,6.271,6.413,7.774,5.661,3.14,5.595,6.075,6.754,100.0,0.0
Brunei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,90.909,0.0,70.27,7.5,20.0,7.407,3.571,17.647,9.333,3.846,6.024,5.682,3.297,12.5,4.587,4.386,0.87,4.167,4.762,0.787,1.55,1.527,1.504,0.746,0.741,0.0,0.0,0.0,0.0,0.0,0.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.719,1.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Bulgaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,42.857,0.0,69.565,43.902,19.608,1.923,22.388,27.174,2.128,25.984,22.086,12.834,6.965,7.798,9.917,8.333,9.898,11.48,4.335,3.621,10.025,5.45,7.659,5.773,3.579,5.273,3.279,4.853,2.698,4.045,2.677,3.933,2.074,1.46,3.927,4.552,6.625,5.437,3.645,1.79,3.767,4.718,4.785,6.655,11.102,1.043,4.077,4.622,2.573,3.317,3.918,3.151,2.447,1.483,2.058,3.052,4.162,2.788,2.297,2.551,2.239,1.256,1.631,2.223,1.476,1.777,1.701,1.628,1.074,1.062,1.44,100.0,0.0
Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,33.333,80.0,0.0,25.0,39.394,17.5,37.5,14.667,24.242,13.158,21.918,3.947,15.556,13.043,6.757,9.756,5.747,7.447,2.083,4.636,5.031,7.826,5.22,5.208,7.246,6.546,0.0,8.471,2.616,0.0,5.871,2.583,0.733,1.975,1.416,1.91,0.861,3.167,1.478,1.136,2.067,0.0,0.475,0.472,0.47,0.468,0.62,0.616,0.46,1.511,1.488,2.326,5.624,0.951,1.075,0.535,0.399,1.184,0.783,0.906,0.0,0.897,0.256,1.759,0.0,0.0,1.607,100.0,0.0
