Country,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,max_infection_rate,min_infect_rate
Philippines,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,45.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.667,33.333,31.905,29.167,24.747,21.599,17.191,16.84,17.36,14.575,12.316,12.962,11.221,10.569,9.947,10.421,9.645,9.14,8.68,8.189,7.735,7.511,7.727,7.412,6.607,6.972,6.231,6.111,5.942,5.464,5.372,5.407,5.03,4.897,4.83,4.654,4.6,4.478,4.397,4.293,4.168,4.065,3.98,3.891,3.798,3.729,3.636,3.557,3.532,3.449,3.359,3.341,3.261,3.2,3.16,3.11,3.059,2.985,2.961,2.908,2.852,2.826,2.785,2.713,2.677,2.643,2.619,2.579,2.543,2.507,2.468,2.435,2.403,2.371,2.343,2.318,3.498,0.0
Poland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,60.0,0.0,58.636,42.25,34.546,29.862,27.092,23.105,21.398,17.586,17.731,15.818,13.227,13.953,12.279,11.806,10.859,10.282,9.843,9.251,8.815,8.352,8.133,7.681,7.284,7.077,6.768,6.666,6.431,6.023,5.987,5.668,5.558,5.339,5.184,5.037,4.903,4.738,4.594,4.481,4.405,4.285,4.216,4.092,4.041,3.898,3.806,3.736,3.665,3.598,3.527,3.452,3.378,3.32,3.274,3.19,3.133,3.085,3.039,2.987,2.951,2.89,2.844,2.801,2.755,2.719,2.677,2.66,2.595,2.568,2.531,2.484,2.452,2.425,2.395,2.369,3.59,0.0
Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,53.333,34.375,27.692,22.5,19.048,0.0,20.02,18.205,0.0,21.116,17.961,16.238,14.602,13.568,0.0,15.526,13.312,12.369,11.664,11.173,10.137,10.052,9.339,8.997,8.642,8.13,7.574,7.55,7.134,6.849,6.619,6.323,6.145,5.873,5.755,5.579,5.439,5.399,5.084,4.963,4.8,4.705,4.607,4.51,4.339,4.296,4.186,4.109,4.008,3.933,3.832,3.763,3.702,3.621,3.53,3.476,3.405,3.37,3.296,0.0,3.257,3.213,3.156,3.123,3.076,3.029,2.959,2.916,2.868,2.833,2.791,2.749,2.714,2.675,2.638,2.6,2.567,2.534,3.79,0.0
Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,22.222,0.0,30.952,15.833,0.0,0.0,0.0,20.972,13.691,13.021,18.89,0.0,18.813,15.914,15.497,13.743,0.0,12.967,12.027,11.299,10.644,10.072,9.477,9.171,8.605,8.22,7.869,7.642,7.424,7.199,7.034,6.612,6.575,6.346,6.372,6.127,5.791,5.576,5.302,5.157,4.975,4.91,4.797,4.662,4.498,4.435,4.377,4.333,4.123,4.06,4.002,3.887,3.82,3.734,3.678,3.607,3.541,3.466,3.352,3.282,3.245,3.164,3.117,3.05,2.994,2.971,2.909,2.868,2.849,2.787,2.745,2.696,2.677,2.627,2.603,2.536,2.516,2.482,2.436,2.411,2.372,3.573,0.0
Romania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,55.556,0.0,0.0,0.0,0.0,47.917,40.0,33.333,0.0,34.286,0.0,35.0,31.605,24.816,25.904,22.304,18.931,18.364,16.942,16.827,14.479,13.892,13.478,12.762,12.611,12.157,10.972,10.498,10.414,9.655,9.63,9.069,8.485,8.291,8.069,7.937,7.633,7.25,6.993,6.893,6.682,6.539,6.278,6.218,5.974,5.834,5.665,5.561,5.475,5.314,5.195,5.078,4.941,4.866,4.8,4.689,4.586,4.482,4.43,4.333,4.252,4.19,4.104,4.043,3.956,3.924,3.851,3.787,3.722,3.677,3.614,3.561,3.5,3.449,3.397,3.353,3.308,3.259,3.221,3.171,3.129,3.088,3.052,4.25,0.0
Russia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.444,0.0,0.0,39.583,40.513,0.0,37.682,0.0,34.442,0.0,33.708,30.986,26.482,22.495,22.591,20.165,18.824,17.815,16.402,15.201,14.317,13.542,12.63,12.66,11.944,11.305,10.797,10.348,9.905,9.723,9.176,9.063,8.519,8.174,7.916,7.762,7.544,7.275,7.097,6.921,6.668,6.537,6.376,6.201,6.07,5.894,5.768,5.647,5.549,5.322,5.246,5.105,4.974,4.894,4.79,4.697,4.596,4.508,4.41,4.347,4.276,4.218,4.15,4.072,3.993,3.928,3.866,3.797,3.735,3.677,3.623,3.562,3.503,3.451,3.405,3.349,3.305,3.256,3.213,3.168,4.373,0.0
Rwanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,60.0,32.143,22.5,0.0,27.574,0.0,25.138,26.583,19.493,16.788,16.676,14.404,13.495,12.838,0.0,12.426,11.766,10.712,10.297,10.13,9.082,8.604,0.0,8.419,0.0,8.348,7.787,7.599,7.154,7.054,6.668,6.437,6.291,5.997,5.852,0.0,5.735,5.565,5.369,5.549,5.165,5.038,5.0,4.741,4.708,4.635,4.411,4.309,4.196,4.088,0.0,4.056,3.94,3.852,3.811,3.714,3.623,3.554,3.488,0.0,0.0,3.438,3.382,3.334,3.309,3.225,4.806,0.0
Saint Kitts and Nevis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,57.143,28.125,0.0,24.722,0.0,0.0,22.268,0.0,20.386,0.0,0.0,18.879,0.0,0.0,0.0,18.369,0.0,0.0,0.0,0.0,0.0,17.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.726,0.0
Saint Lucia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,16.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.833,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.128,0.0,0.0,0.0,26.845,0.0,0.0,0.0,0.0,0.0,24.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.927,0.0,0.0,0.0,21.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.355,0.0
Saint Vincent and the Grenadines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,33.333,31.429,0.0,0.0,28.274,0.0,28.997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.334,0.0,24.201,0.0,0.0,22.448,0.0,20.975,0.0,0.0,0.0,0.0,19.718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.628,24.044,0.0
San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,62.5,30.0,27.5,20.635,0.0,18.929,19.99,0.0,21.037,17.766,15.461,14.473,0.0,14.959,12.929,0.0,12.628,0.0,12.923,0.0,13.205,11.844,0.0,11.752,0.0,11.501,10.654,0.0,10.288,9.838,0.0,9.581,0.0,9.414,8.945,0.0,8.787,0.0,9.052,8.291,8.02,0.0,0.0,7.892,7.527,7.675,7.138,7.0,6.72,6.509,6.409,6.233,6.08,5.926,0.0,5.895,0.0,5.821,5.668,5.526,5.424,0.0,5.316,0.0,5.23,5.162,5.042,4.902,4.847,0.0,0.0,4.785,4.682,4.596,4.512,4.424,4.348,0.0,4.277,4.206,5.774,0.0
Sao Tome and Principe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,48.214,32.5,0.0,0.0,32.156,35.612,0.0,32.029,28.82,0.0,0.0,0.0,0.0,26.483,24.16,0.0,0.0,0.0,22.519,20.596,0.0,26.268,0.0
Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,60.0,0.0,0.0,58.636,41.333,34.167,26.395,29.167,25.297,19.65,0.0,19.02,18.958,0.0,20.392,17.703,15.983,15.674,13.916,14.124,12.751,11.928,11.23,10.715,10.213,9.921,9.381,9.101,8.75,8.395,8.066,7.893,7.59,7.322,7.036,7.009,6.785,6.583,6.408,6.239,6.041,5.898,5.747,5.671,5.609,5.435,5.293,5.16,5.03,4.913,4.801,4.697,4.598,4.507,4.411,4.328,4.244,4.162,4.085,4.021,3.953,3.88,3.816,3.755,3.687,3.626,3.575,3.52,3.462,3.408,3.36,3.317,3.281,3.229,3.178,3.131,3.091,4.309,0.0
Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,16.667,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,28.056,0.0,25.146,23.058,0.0,22.543,20.361,19.483,16.638,14.816,14.114,12.678,12.264,11.348,10.717,10.358,9.595,9.16,8.501,8.272,7.914,7.433,7.163,7.004,6.69,6.444,6.337,6.101,5.787,5.704,5.504,5.407,5.298,5.041,4.914,4.849,4.678,4.706,4.554,4.469,4.468,4.349,4.195,4.113,4.063,3.901,3.799,3.791,3.704,3.587,3.546,3.433,3.424,3.306,3.246,3.213,3.148,3.178,3.063,3.011,2.942,2.918,2.869,2.784,2.75,2.714,2.686,4.007,0.0
Serbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,60.0,39.583,27.368,24.286,17.702,13.021,12.525,11.538,11.062,9.951,9.516,8.647,8.198,6.928,6.931,6.727,0.0,7.214,7.587,6.293,5.759,5.821,5.675,5.223,5.452,4.822,4.856,4.633,4.373,4.171,4.003,3.902,3.801,3.657,3.654,3.522,3.407,3.32,3.191,3.077,3.005,2.926,2.838,2.77,2.672,2.635,2.602,2.538,2.478,2.426,2.379,2.344,0.0,2.371,2.279,2.236,2.202,2.162,2.116,2.087,2.052,0.0,2.041,1.997,1.963,1.937,1.905,1.876,1.856,1.826,1.792,1.776,3.127,0.0
Seychelles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,44.444,31.25,0.0,31.667,23.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.684,0.0,0.0,21.473,0.0,0.0,0.0,0.0,0.0,20.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.088,0.0
Sierra Leone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,16.667,0.0,0.0,25.0,16.667,0.0,0.0,16.27,0.0,15.731,0.0,16.265,0.0,15.468,14.55,13.041,14.369,11.035,10.315,9.915,9.007,8.715,7.489,8.004,0.0,8.195,0.0,8.308,0.0,8.664,7.97,7.781,7.244,6.97,6.853,6.644,6.106,6.153,6.005,5.615,5.565,0.0,5.774,5.394,5.344,5.051,5.057,4.778,4.661,4.633,6.754,0.0
Singapore,-33.333,0.0,-4.166,-4.444,-1.19,0.0,5.048,3.053,1.998,0.794,0.0,3.483,2.064,0.0,2.482,2.477,2.933,2.268,1.659,1.665,2.025,1.893,1.452,1.232,1.106,1.162,1.052,0.0,1.058,0.0,1.195,0.0,1.234,1.186,0.0,0.0,1.459,1.235,1.129,1.092,0.0,1.245,1.329,1.166,1.196,0.0,1.336,1.404,0.0,1.657,1.477,1.454,1.438,1.443,1.558,1.392,1.385,1.366,1.213,1.303,1.24,1.271,1.168,1.128,1.145,1.054,1.017,1.018,1.041,0.976,0.98,0.971,1.002,0.915,0.938,0.949,1.031,0.93,0.899,0.899,0.945,0.889,0.902,0.95,0.881,0.915,0.813,0.918,0.833,0.795,0.775,0.742,0.702,0.717,0.693,0.661,0.663,0.642,0.66,0.619,0.624,0.611,0.607,0.607,0.597,0.59,0.582,0.58,0.557,0.565,0.552,0.548,0.544,0.526,0.528,0.51,0.51,0.508,1.42,0.0
Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,55.556,0.0,55.952,39.333,34.028,30.952,24.242,20.576,18.095,16.288,16.508,13.946,12.635,12.647,10.653,9.836,9.75,9.064,8.555,8.698,7.934,7.551,7.217,6.964,6.766,6.399,6.143,5.901,5.652,5.672,5.461,5.499,4.982,4.818,4.679,4.556,4.478,4.476,4.248,4.35,4.132,3.961,3.929,3.726,3.67,3.623,3.6,3.454,3.352,3.277,3.208,3.149,3.096,3.037,2.985,2.929,2.875,2.831,2.787,2.741,2.706,2.656,0.0,2.617,0.0,2.585,2.542,2.508,2.466,2.44,2.394,2.36,0.0,2.328,3.665,0.0
Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,23.81,0.0,31.92,0.0,35.213,28.882,23.376,20.57,16.642,14.503,12.829,11.307,0.0,10.733,10.843,9.776,8.948,8.354,7.978,7.619,7.086,6.988,6.513,6.173,5.797,5.657,5.397,5.256,4.987,4.83,4.59,4.453,4.352,4.2,4.077,3.965,3.834,3.705,3.586,3.496,3.448,3.348,3.296,3.178,3.106,3.023,2.964,2.901,2.846,2.779,2.735,2.672,2.617,2.568,2.526,2.481,2.429,2.386,0.0,0.0,2.352,2.309,2.268,2.231,2.198,2.162,2.129,2.094,2.063,2.031,2.001,0.0,1.973,0.0,1.946,1.919,3.28,0.0
Somalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,33.333,0.0,0.0,0.0,34.667,0.0,0.0,33.651,0.0,0.0,0.0,30.629,29.405,0.0,30.899,0.0,29.409,30.584,0.0,30.119,0.0,30.189,26.822,25.274,24.514,22.268,0.0,21.743,0.0,21.435,20.096,19.073,18.203,17.419,16.439,0.0,16.198,15.446,14.779,14.428,13.754,13.348,0.0,13.141,12.683,12.232,11.982,11.556,11.264,0.0,11.105,10.79,10.458,10.216,10.001,12.036,0.0
South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,55.556,0.0,55.952,42.564,31.699,27.976,25.439,21.351,18.441,0.0,20.996,17.256,16.166,14.303,13.121,13.516,12.462,11.46,10.943,10.259,8.85,8.713,8.169,7.767,7.455,7.308,6.936,6.766,6.505,6.208,6.065,5.925,5.728,5.525,5.304,5.308,5.102,5.009,4.822,4.705,4.654,4.588,4.38,4.289,4.204,4.111,4.095,3.974,3.829,3.77,3.717,3.624,3.604,3.512,3.446,3.402,3.351,3.284,3.204,3.124,3.108,3.095,3.016,2.974,2.929,2.887,2.842,2.789,2.757,2.717,2.703,2.639,2.587,2.552,3.792,0.0
South Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,45.833,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,0.0,30.238,0.0,36.752,0.0,32.986,31.624,0.0,28.947,0.0,27.496,25.289,24.288,23.783,0.0,0.0,23.739,22.137,20.066,0.0,19.746,0.0,19.689,0.0,0.0,0.0,23.514,0.0
Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.167,40.769,27.222,29.018,22.361,21.825,18.0,16.116,14.64,12.637,13.232,11.333,10.982,11.016,10.372,9.24,0.0,11.602,9.224,8.8,8.571,7.956,7.644,7.62,6.946,6.969,6.461,6.456,6.047,6.094,5.754,5.519,5.309,5.115,4.986,4.839,4.703,4.566,4.428,4.312,4.18,4.074,3.984,3.909,3.805,3.724,3.642,3.557,3.48,3.403,3.367,3.324,3.248,3.143,3.141,3.04,3.009,2.96,2.914,0.0,2.969,2.913,2.868,2.82,2.783,2.73,2.699,2.657,2.616,2.576,2.546,2.509,2.475,2.444,2.408,2.377,2.359,2.316,2.287,2.26,2.231,2.204,0.0,2.182,2.154,2.129,3.252,0.0
Sri Lanka,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,54.167,38.0,32.407,26.531,23.296,18.192,16.5,15.255,12.933,12.008,11.819,10.327,0.0,9.917,0.0,9.698,9.005,8.567,8.668,7.654,7.363,7.118,6.787,6.574,6.146,6.017,5.743,5.49,0.0,5.441,5.32,5.076,5.032,4.744,0.0,4.679,4.59,4.529,4.53,4.186,4.184,4.186,4.135,3.953,3.94,3.83,3.615,3.53,3.404,3.372,3.269,3.198,3.186,3.092,3.048,2.992,2.904,2.855,2.813,2.746,2.726,2.691,2.619,2.577,2.561,2.515,2.461,2.458,2.374,3.787,0.0
Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,45.833,0.0,0.0,0.0,44.667,33.333,0.0,30.612,0.0,28.348,26.032,0.0,25.095,0.0,24.113,0.0,22.659,21.308,19.697,0.0,20.683,17.821,0.0,0.0,16.951,18.619,0.0,19.656,0.0,19.851,18.714,0.0,18.696,17.527,16.951,16.261,15.7,15.117,14.645,13.895,0.0,13.855,13.413,12.864,12.465,12.331,11.643,11.602,11.176,10.818,10.554,0.0,10.476,10.385,0.0,10.416,10.019,0.0,12.064,0.0
Suriname,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,58.333,0.0,48.75,0.0,44.714,34.583,0.0,0.0,0.0,0.0,0.0,31.23,27.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.177,0.0,0.0,32.659,0.0
