Country,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,max_infection_rate,min_infect_rate
Iran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,20.0,18.056,7.143,5.814,4.215,4.474,3.517,4.326,3.351,2.881,3.028,2.489,2.383,1.253,0.99,1.444,0.973,0.566,0.396,0.498,0.463,0.445,0.454,0.412,0.321,0.251,0.251,0.229,0.183,0.197,0.142,0.14,0.175,0.197,0.221,0.214,0.232,0.217,0.185,0.183,0.162,0.143,0.127,0.111,0.098,0.089,0.077,0.067,0.061,0.047,0.055,0.049,0.042,0.039,0.037,0.034,0.035,0.031,0.028,0.026,0.025,0.024,0.021,0.018,0.02,0.019,0.018,0.015,0.017,0.016,0.014,0.014,0.011,0.013,0.016,0.017,0.021,0.018,0.018,0.018,0.015,0.018,0.016,0.02,0.018,0.02,0.017,0.017,0.021,0.018,0.02,1.064,0.0
Iraq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,60.0,32.143,0.0,34.945,26.692,22.213,18.415,15.238,0.0,14.964,14.824,12.262,0.0,12.51,0.0,0.0,13.738,11.388,10.488,9.946,10.118,8.881,8.861,8.111,7.52,7.426,7.293,7.138,6.589,6.373,6.401,5.935,5.671,5.671,5.371,5.07,4.951,4.814,4.701,4.629,4.459,4.378,4.232,4.026,3.96,3.851,3.753,3.656,3.57,3.483,3.416,3.385,3.294,3.222,3.17,3.102,3.045,3.007,2.937,2.908,2.858,2.781,2.781,2.728,2.687,2.632,2.588,2.554,2.496,2.48,2.421,2.393,2.356,2.331,2.303,2.253,2.242,2.221,2.186,2.132,2.111,2.112,2.086,2.027,2.02,3.164,0.0
Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,41.667,0.0,46.667,0.0,39.766,34.694,33.946,28.252,0.0,30.649,25.863,0.0,25.68,23.747,22.009,22.138,18.934,17.499,16.547,15.998,14.992,14.263,13.569,12.989,12.361,11.686,11.332,10.909,10.38,10.17,9.814,9.409,9.135,8.83,8.545,8.3,8.114,8.195,7.734,7.488,7.345,7.116,6.976,6.743,6.581,6.439,6.255,6.108,5.977,5.883,5.796,5.641,5.51,5.437,5.305,5.194,5.113,5.022,4.923,4.849,4.767,4.684,4.604,4.535,4.455,4.388,4.325,4.262,4.193,4.13,4.074,4.032,3.959,3.902,3.848,3.798,3.746,3.698,4.929,0.0
Israel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,33.333,25.0,23.81,18.571,0.0,18.333,16.667,15.5,15.995,11.996,12.27,0.0,12.727,10.971,11.282,10.597,9.901,9.828,8.09,8.205,8.058,8.188,7.45,7.408,6.88,6.558,6.178,7.147,5.718,5.509,5.489,5.282,4.972,4.911,4.765,4.613,4.4,4.228,4.159,4.02,3.886,3.748,3.754,3.639,3.535,3.471,3.402,3.333,3.263,3.167,3.101,3.05,2.985,2.93,2.878,2.866,2.786,2.732,2.685,2.63,2.584,2.549,2.503,2.465,2.431,2.388,2.348,2.315,2.282,2.248,2.221,2.19,2.157,2.129,2.101,2.073,2.046,2.021,1.995,1.971,1.946,1.924,1.9,1.877,3.018,0.0
Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,44.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.583,40.215,32.222,23.664,20.277,18.028,16.417,14.507,12.884,12.827,10.724,10.131,9.521,9.016,8.34,8.133,7.678,7.282,6.498,6.604,6.286,5.91,5.764,5.476,5.175,4.984,4.837,4.719,4.564,4.411,4.198,4.024,3.914,3.793,3.711,3.594,3.495,3.382,3.269,3.19,3.129,3.053,2.982,2.919,2.847,2.776,2.711,2.668,2.62,2.566,2.526,2.472,2.416,2.371,2.327,2.298,2.256,2.218,2.178,2.136,2.106,2.079,2.041,2.013,1.979,1.949,1.917,1.893,1.866,1.839,1.815,1.79,1.763,1.739,1.716,1.696,1.675,1.654,1.632,1.611,1.591,1.576,1.555,1.538,1.519,1.502,1.485,1.467,1.453,1.437,2.482,0.0
Jamaica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,16.667,18.75,0.0,19.0,0.0,18.611,14.67,13.542,11.25,0.0,11.704,0.0,11.506,11.356,0.0,0.0,11.508,10.18,9.825,0.0,10.348,9.045,0.0,9.171,8.547,0.0,8.516,0.0,0.0,0.0,8.257,8.005,7.644,0.0,9.058,7.536,0.0,7.718,7.191,7.529,0.0,7.417,7.338,7.148,6.762,6.778,6.313,0.0,6.364,6.134,5.864,5.825,5.537,5.377,5.246,5.136,5.04,4.888,0.0,4.832,4.688,4.584,4.489,0.0,4.405,4.332,4.236,0.0,0.0,4.187,5.963,0.0
Japan,0.0,0.0,25.0,0.0,30.952,0.0,32.305,23.905,19.643,0.0,0.0,18.135,0.0,0.0,17.368,0.0,15.866,0.0,0.0,14.994,0.0,13.944,15.208,13.62,11.467,10.717,10.115,9.446,8.912,8.625,8.347,7.499,7.109,6.956,6.734,6.243,5.974,5.77,5.59,5.394,5.381,5.097,5.132,4.813,4.65,4.334,4.5,4.298,0.0,4.417,4.316,4.172,0.0,4.179,4.003,3.969,3.885,3.806,3.813,3.602,3.59,3.584,3.453,3.38,3.465,3.324,0.0,3.345,3.391,3.372,3.172,3.324,0.0,3.506,3.321,3.296,3.251,3.308,3.136,3.135,3.049,2.931,2.918,2.882,2.923,2.785,2.742,0.0,2.746,2.712,2.725,2.645,2.603,2.551,2.563,0.0,2.583,2.554,2.524,2.498,2.471,2.433,2.403,0.0,2.392,2.355,2.328,2.304,2.276,2.254,2.227,2.203,2.18,2.155,2.133,2.11,2.091,0.0,2.57,0.0
Jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,38.235,30.0,22.436,17.805,14.853,0.0,15.881,13.064,12.396,10.774,10.592,9.186,8.22,7.74,7.187,6.723,6.33,6.292,5.827,5.584,5.444,4.999,4.798,4.624,4.54,0.0,4.462,4.298,4.103,4.003,3.862,3.722,3.642,3.544,3.432,3.364,3.244,3.185,3.076,3.012,2.935,2.866,2.796,0.0,2.744,2.684,2.646,2.568,2.515,2.478,2.437,2.374,2.402,2.329,2.286,2.257,2.227,2.163,2.103,2.062,2.044,2.014,1.968,1.962,1.94,1.916,3.329,0.0
Kazakhstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,11.111,8.333,2.0,11.616,0.816,2.557,1.134,0.755,1.061,0.269,1.068,0.794,1.802,1.625,2.012,1.095,0.314,0.598,0.464,0.575,0.272,0.526,0.363,0.453,0.186,0.147,0.238,0.127,0.198,0.283,0.389,0.337,0.139,0.212,0.252,0.112,0.093,0.238,0.175,0.156,0.156,0.177,0.102,0.093,0.089,0.132,0.072,0.155,0.106,0.13,0.03,0.059,0.067,0.088,0.06,0.091,0.048,0.038,0.037,0.022,0.04,0.043,0.032,0.042,0.074,0.129,0.0,0.173,1.554,0.0
Kenya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,55.556,0.0,0.0,0.0,55.952,0.0,0.0,55.429,38.343,37.116,29.316,25.943,0.0,25.191,22.092,20.791,19.134,18.618,17.323,15.208,13.921,13.598,12.822,12.081,11.305,10.737,10.267,9.772,9.461,9.184,8.785,8.482,8.184,7.946,7.729,7.389,7.194,7.016,6.737,6.633,6.439,6.198,6.074,5.892,5.767,5.621,5.5,5.389,5.311,5.216,5.076,5.04,4.93,4.752,4.622,4.573,4.47,4.398,4.283,4.223,4.145,4.076,4.057,3.999,3.873,3.851,3.808,5.211,0.0
"Korea, South",50.0,0.0,41.666,25.0,0.0,0.0,0.0,34.659,16.667,15.833,0.0,14.464,13.849,12.488,9.917,0.0,9.379,8.881,7.903,0.0,0.0,0.0,0.0,7.585,7.071,6.623,0.0,10.362,8.61,8.361,6.702,6.366,5.486,5.586,5.607,5.216,5.068,4.506,4.278,4.22,3.79,3.666,3.551,3.404,3.226,3.09,2.956,2.948,2.827,2.752,2.682,2.607,2.544,2.488,2.433,2.394,2.325,2.29,2.245,0.0,2.217,2.177,2.135,2.091,2.062,2.016,1.974,1.947,1.909,1.874,1.841,1.812,1.78,1.746,1.718,1.692,1.664,1.637,1.613,1.589,1.565,1.543,1.522,1.5,1.479,1.459,1.438,1.42,1.401,1.383,1.366,1.348,1.332,1.315,1.3,1.284,1.268,1.254,1.239,1.226,1.212,1.198,1.185,1.172,1.16,1.148,1.138,1.126,1.114,1.102,1.091,1.08,1.069,1.058,1.048,1.037,1.029,1.018,1.663,0.0
Kosovo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,5.814,1.374,0.638,0.0,3.21,1.942,0.0,1.798,2.251,2.049,0.0,3.199,2.341,0.0,4.192,2.84,0.0,0.0,4.442,0.0,5.027,4.299,4.028,3.985,3.641,3.22,3.216,3.15,2.978,2.818,2.724,2.549,2.425,2.336,2.25,0.0,2.244,2.212,2.06,1.989,0.0,1.948,0.0,1.898,1.868,1.836,1.846,0.0,1.866,0.0,0.0,1.849,0.0,1.887,0.0,4.168,0.0
Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,30.303,14.423,7.907,0.741,0.0,0.0,3.441,0.0,0.0,3.442,0.0,3.606,3.222,0.0,3.588,3.032,3.248,0.0,4.664,3.291,3.198,2.8,2.815,2.436,2.457,2.471,2.209,1.859,1.803,1.771,1.864,1.844,1.66,1.726,1.545,1.619,1.595,1.501,1.771,1.576,1.558,1.584,1.387,1.419,1.207,1.234,1.337,1.133,1.075,1.028,0.995,1.064,1.048,0.97,1.016,0.907,0.891,0.938,0.898,0.917,0.926,0.845,0.84,0.791,0.837,0.808,0.811,0.753,0.774,0.736,0.777,0.745,0.683,0.741,0.681,0.767,0.676,0.71,0.663,0.668,0.646,0.637,0.632,0.602,0.608,0.578,1.734,0.0
Kyrgyzstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,39.286,0.0,33.929,36.508,23.098,0.0,23.228,0.0,24.086,19.646,17.998,15.786,14.626,14.042,13.037,11.742,12.81,10.616,10.599,9.47,9.136,8.996,8.518,8.16,7.535,7.31,7.018,6.805,6.524,6.483,6.074,5.924,5.74,5.554,5.455,0.0,5.373,5.211,5.073,4.97,4.83,4.689,4.586,4.516,4.435,4.277,4.221,4.12,4.003,3.952,3.961,3.771,3.711,3.615,3.601,3.519,3.419,3.382,3.403,3.273,3.218,4.769,0.0
Laos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,11.111,12.5,0.0,15.0,0.0,0.0,14.352,12.143,0.0,0.0,0.0,11.761,10.37,9.929,8.333,7.604,0.0,7.874,6.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.101,0.0
Latvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,41.667,25.0,20.0,0.0,23.025,19.327,14.815,13.176,13.692,12.582,10.572,10.18,8.699,8.174,8.399,7.146,6.887,6.471,6.327,5.827,5.744,5.321,5.021,5.029,4.541,4.539,4.246,4.15,3.925,3.784,3.789,3.589,3.536,3.413,3.33,3.174,3.085,3.034,2.959,2.882,2.889,2.774,2.703,2.635,2.59,2.546,2.465,2.45,2.372,2.322,2.305,2.251,2.201,2.167,2.107,2.085,2.066,0.0,2.039,2.015,1.999,1.938,1.92,1.887,1.853,1.821,1.809,1.779,1.78,1.732,1.694,1.674,1.653,2.959,0.0
Lebanon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,42.0,28.846,0.0,0.0,27.404,25.044,0.0,25.733,0.0,25.355,24.035,0.0,23.764,21.661,19.989,0.0,19.212,18.101,17.361,15.751,15.404,15.222,13.665,13.449,12.363,12.056,11.429,10.959,10.584,10.058,9.826,9.391,9.125,8.831,8.55,8.27,8.069,7.809,7.695,7.391,7.289,7.036,6.868,6.67,6.541,6.419,6.235,6.1,5.967,5.833,5.723,0.0,5.623,5.516,5.415,5.313,5.201,5.106,5.025,4.93,4.845,4.762,4.683,4.606,4.53,4.453,4.401,4.381,4.272,4.21,4.187,4.088,4.024,3.963,3.907,3.849,3.806,3.752,3.718,3.673,3.605,4.816,0.0
Lesotho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,0.0
Liberia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,45.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.667,0.0,41.27,37.619,32.051,26.72,0.0,29.532,0.0,28.321,26.519,23.024,22.184,0.0,0.0,0.0,22.196,0.0,21.839,20.06,18.606,0.0,0.0,18.347,16.871,16.102,0.0,15.918,0.0,0.0,15.541,14.646,14.109,13.655,13.058,12.668,12.277,11.841,0.0,0.0,11.642,0.0,11.308,10.965,10.669,10.363,10.062,9.79,9.543,9.308,11.523,0.0
Libya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,55.556,40.625,0.0,36.5,0.0,31.932,0.0,32.926,0.0,29.468,26.164,23.524,22.089,0.0,0.0,20.582,18.987,19.192,18.004,15.314,0.0,0.0,14.644,0.0,0.0,14.583,13.19,12.529,0.0,0.0,0.0,0.0,0.0,0.0,12.084,0.0,0.0,0.0,0.0,11.605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.168,0.0,0.0,10.886,10.332,13.725,0.0
Liechtenstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.333,0.0,0.0,54.464,50.0,0.0,0.0,45.721,0.0,43.111,0.0,0.0,38.838,0.0,0.0,0.0,35.598,31.953,0.0,29.896,0.0,27.622,0.0,0.0,25.595,0.0,0.0,23.858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.432,0.0,0.0,0.0,0.0,0.0,0.0,21.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.747,0.0
Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.556,0.0,54.167,38.333,33.333,28.011,24.833,19.342,19.167,17.563,17.303,16.048,13.341,12.068,11.899,10.296,10.175,9.253,9.051,8.237,7.965,7.576,7.381,6.937,6.784,6.356,6.088,5.892,5.673,5.522,5.346,5.13,4.977,4.786,4.65,4.557,4.472,4.32,4.348,4.176,4.019,3.917,3.821,3.748,3.642,3.57,3.49,3.417,0.0,3.55,3.45,3.389,3.316,3.25,3.198,3.134,3.08,3.027,2.974,2.93,2.912,2.833,2.788,2.753,2.702,2.667,2.626,2.584,2.545,2.517,2.482,3.823,0.0
Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,45.833,0.0,44.667,35.317,35.213,28.431,24.074,19.689,18.792,19.028,16.49,15.91,14.275,13.193,11.728,10.674,10.722,10.044,9.123,8.764,8.508,7.893,7.41,7.387,7.015,6.789,6.487,6.254,6.0,5.772,5.685,5.454,5.312,5.186,4.994,4.833,4.709,4.595,4.519,4.414,4.288,4.203,4.082,3.99,3.936,3.84,3.748,3.683,3.603,3.532,3.462,3.401,3.347,3.281,3.225,3.165,3.113,3.057,3.011,2.962,2.913,2.869,2.823,2.781,2.737,2.698,2.661,2.623,2.585,2.549,2.517,2.478,2.448,2.417,3.68,0.0
MS Zaandam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,59.259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.444,0.0
Madagascar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,58.333,32.353,22.105,19.565,15.934,0.0,18.109,13.427,13.61,0.0,12.681,12.651,0.0,11.892,11.715,10.575,9.824,0.0,0.0,9.765,8.942,0.0,8.569,8.139,7.708,7.55,7.107,6.741,0.0,0.0,0.0,0.0,6.504,6.254,6.022,5.89,0.0,0.0,0.0,5.791,5.571,5.623,0.0,5.489,5.416,5.66,0.0,0.0,0.0,0.0,0.0,5.849,5.563,5.292,5.483,5.112,4.951,4.724,4.871,6.801,0.0
Malawi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,41.667,0.0,36.25,32.5,0.0,0.0,28.935,26.786,21.274,20.139,0.0,0.0,0.0,18.713,0.0,0.0,0.0,17.517,17.406,16.726,0.0,0.0,15.741,14.866,0.0,0.0,14.106,0.0,13.431,12.681,12.135,0.0,11.761,0.0,0.0,12.307,0.0,11.827,0.0,11.727,0.0,0.0,11.366,11.074,0.0,0.0,10.703,13.958,0.0
Malaysia,0.0,50.0,8.333,0.0,0.0,16.964,7.5,0.0,0.0,0.0,0.0,9.583,7.738,0.0,0.0,9.896,0.0,10.031,0.0,0.0,9.554,0.0,9.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.46,0.0,9.348,9.094,0.0,9.784,9.707,0.0,11.475,9.226,8.494,8.535,7.839,7.67,0.0,8.396,7.749,8.525,7.428,6.839,6.555,6.24,6.045,5.86,5.567,5.537,5.155,5.095,5.009,4.723,4.621,4.482,4.367,4.239,4.134,4.079,3.983,3.846,3.775,3.664,3.605,3.521,3.426,3.362,3.323,3.245,3.176,3.13,3.043,2.998,2.932,2.877,2.838,2.777,2.738,2.693,2.656,2.62,2.57,2.528,2.492,2.453,2.433,2.39,2.359,2.335,2.306,2.261,2.226,2.201,2.171,2.149,2.12,2.096,2.071,2.036,2.015,1.992,1.968,1.942,1.921,1.904,1.881,1.859,2.921,0.0
